BASE_PART_DESC,ALT_PART_DESC,SIMILARITY_SCORE
"Indicator Chip 2A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 2A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 6A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount",0.96938974
"Indicator Chip 3A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 3A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 4A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount, 0603",0.9835102
"Indicator Chip 3A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 3A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 3.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 3.5A, 32VDC, 50A (IR), Surface Mount, 0603",0.983501
"Indicator Chip 3A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 3A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 2A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 2A, 32VDC, 50A (IR), Surface Mount, 0603",0.9797118
"Indicator Chip 3A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 3A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 6A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount, 0603",0.9723533
"Indicator Chip 3A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 3A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount, 0603",0.970074
"Indicator Chip 3A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 3A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 4A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount",0.9811225
"Indicator Chip 3A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 3A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 3.5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 3.5A, 32VDC, 50A (IR), Surface Mount",0.98014235
"Indicator Chip 3A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 3A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 2A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 2A, 32VDC, 50A (IR), Surface Mount",0.97735083
"Indicator Chip 3A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 3A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 6A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount",0.9674522
"Indicator Chip 3A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 3A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount",0.9670783
"Indicator Chip 4A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 2A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 2A, 32VDC, 50A (IR), Surface Mount, 0603",0.99006164
"Indicator Chip 4A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 3A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 3A, 32VDC, 50A (IR), Surface Mount, 0603",0.9835102
"Indicator Chip 4A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 6A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount, 0603",0.9804715
"Indicator Chip 4A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount, 0603",0.97732973
"Indicator Chip 4A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 2.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 2.5A, 32VDC, 50A (IR), Surface Mount, 0603",0.97539026
"Indicator Chip 4A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 2A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 2A, 32VDC, 50A (IR), Surface Mount",0.9899097
"Indicator Chip 4A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 3A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 3A, 32VDC, 50A (IR), Surface Mount",0.9811225
"Indicator Chip 4A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 6A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount",0.9780688
"Indicator Chip 4A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount",0.97773457
"Indicator Chip 4A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 2.5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 2.5A, 32VDC, 50A (IR), Surface Mount",0.9742075
"Indicator Chip 5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 3.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 3.5A, 32VDC, 50A (IR), Surface Mount, 0603",0.98685825
"Indicator Chip 5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 2.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 2.5A, 32VDC, 50A (IR), Surface Mount, 0603",0.9867648
"Indicator Chip 5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 6A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount, 0603",0.9811254
"Indicator Chip 5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 4A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount, 0603",0.97732973
"Indicator Chip 5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 2A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 2A, 32VDC, 50A (IR), Surface Mount, 0603",0.9730308
"Indicator Chip 5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 3.5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 3.5A, 32VDC, 50A (IR), Surface Mount",0.9837928
"Indicator Chip 5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 2.5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 2.5A, 32VDC, 50A (IR), Surface Mount",0.9832422
"Indicator Chip 5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 6A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount",0.9780883
"Indicator Chip 5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 4A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount",0.97773457
"Indicator Chip 5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 2A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 2A, 32VDC, 50A (IR), Surface Mount",0.9709823
"Indicator Chip 6A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount, 0603",0.9811254
"Indicator Chip 6A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 4A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount, 0603",0.9804715
"Indicator Chip 6A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 3.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 3.5A, 32VDC, 50A (IR), Surface Mount, 0603",0.9798169
"Indicator Chip 6A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 2.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 2.5A, 32VDC, 50A (IR), Surface Mount, 0603",0.97745836
"Indicator Chip 6A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 2A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 2A, 32VDC, 50A (IR), Surface Mount, 0603",0.9742931
"Indicator Chip 6A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount",0.9780883
"Indicator Chip 6A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 4A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount",0.9780688
"Indicator Chip 6A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 3.5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 3.5A, 32VDC, 50A (IR), Surface Mount",0.9750765
"Indicator Chip 6A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 2.5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 2.5A, 32VDC, 50A (IR), Surface Mount",0.97239697
"Indicator Chip 6A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 2A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 2A, 32VDC, 50A (IR), Surface Mount",0.96938974
"Indicator Chip 2.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 2.5A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount, 0603",0.9867648
"Indicator Chip 2.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 2.5A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 3.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 3.5A, 32VDC, 50A (IR), Surface Mount, 0603",0.9847989
"Indicator Chip 2.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 2.5A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 2A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 2A, 32VDC, 50A (IR), Surface Mount, 0603",0.98436356
"Indicator Chip 2.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 2.5A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 6A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount, 0603",0.97745836
"Indicator Chip 2.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 2.5A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 4A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount, 0603",0.97539026
"Indicator Chip 2.5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 2.5A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount",0.9832422
"Indicator Chip 2.5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 2.5A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 3.5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 3.5A, 32VDC, 50A (IR), Surface Mount",0.9822881
"Indicator Chip 2.5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 2.5A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 2A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 2A, 32VDC, 50A (IR), Surface Mount",0.98195076
"Indicator Chip 2.5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 2.5A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 4A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount",0.9742075
"Indicator Chip 2.5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 2.5A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 6A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount",0.97239697
"Indicator Chip 3.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 3.5A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount, 0603",0.98685825
"Indicator Chip 3.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 3.5A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 2.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 2.5A, 32VDC, 50A (IR), Surface Mount, 0603",0.9847989
"Indicator Chip 3.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 3.5A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 3A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 3A, 32VDC, 50A (IR), Surface Mount, 0603",0.983501
"Indicator Chip 3.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 3.5A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 6A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount, 0603",0.9798169
"Indicator Chip 3.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 3.5A, 32VDC, 50A (IR), Surface Mount, 0603","Indicator Chip 4A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount, 0603",0.97263265
"Indicator Chip 3.5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 3.5A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount",0.9837928
"Indicator Chip 3.5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 3.5A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 2.5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 2.5A, 32VDC, 50A (IR), Surface Mount",0.9822881
"Indicator Chip 3.5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 3.5A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 3A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 3A, 32VDC, 50A (IR), Surface Mount",0.98014235
"Indicator Chip 3.5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 3.5A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 6A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount",0.9750765
"Indicator Chip 3.5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 3.5A, 32VDC, 50A (IR), Surface Mount","Indicator Chip 4A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount",0.97086906
"Indicator Chip Slow Blow Movement 3A 250V SMD Solder Pad 10.1 X 3.12mm Ceramic T/R cULus Electric Indicator, Time Lag Blow, 3A, 250VAC, 50A (IR), Surface Mount, NANO","Indicator Chip Slow Blow Movement 3A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Time Lag Blow, 3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",0.9788356
"Indicator Chip Slow Blow Movement 3A 250V SMD Solder Pad 10.1 X 3.12mm Ceramic T/R cULus Electric Indicator, Time Lag Blow, 3A, 250VAC, 50A (IR), Surface Mount, NANO","Indicator Chip Slow Blow Movement 2A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Time Lag Blow, 2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",0.972828
"Indicator Chip Slow Blow Movement 3A 250V SMD Solder Pad 10.1 X 3.12mm Ceramic T/R cULus Electric Indicator, Time Lag Blow, 3A, 250VAC, 50A (IR), Surface Mount, NANO","Indicator Chip Slow Blow Movement 1.5A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Time Lag Blow, 1.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",0.9667935
"Indicator Chip Slow Blow Movement 3A 250V SMD Solder Pad 10.1 X 3.12mm Ceramic T/R cULus Electric Indicator, Time Lag Blow, 3A, 250VAC, 50A (IR), Surface Mount, NANO","Indicator Chip Slow Blow Movement 1A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Time Lag Blow, 1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",0.96661997
"Indicator Chip Slow Blow Movement 3A 250V SMD Solder Pad 10.1 X 3.12mm Ceramic T/R cULus Electric Indicator, Time Lag Blow, 3A, 250VAC, 50A (IR), Surface Mount, NANO","Indicator Chip Slow Blow Movement 5A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Time Lag Blow, 5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",0.9622705
"Indicator Chip Very Fast Movement 1A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Fast Blow, 1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO","Indicator Chip Very Fast Movement 1A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",0.99505246
"Indicator Chip Very Fast Movement 1A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Fast Blow, 1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO","Indicator Chip Very Fast Movement 1A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",0.99505246
"Indicator Chip Very Fast Movement 1A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Fast Blow, 1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO","Indicator Chip Very Fast Movement 1A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",0.99505246
"Indicator Chip Very Fast Movement 1A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Fast Blow, 1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO","Indicator Chip Very Fast Movement 1A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",0.99505246
"Indicator Chip Very Fast Movement 1A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Fast Blow, 1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO","Indicator Chip Very Fast Movement 1.25A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Fast Blow, 0.125A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",0.9931032
"Indicator Chip Very Fast Movement 2A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Fast Blow, 2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO","Indicator Chip Very Fast Movement 4A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Fast Blow, 4A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",0.9959187
"Indicator Chip Very Fast Movement 2A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Fast Blow, 2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO","Indicator Chip Very Fast Movement 2A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",0.99494946
"Indicator Chip Very Fast Movement 2A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Fast Blow, 2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO","Indicator Chip Very Fast Movement 2A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",0.99494946
"Indicator Chip Very Fast Movement 2A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Fast Blow, 2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO","Indicator Chip Very Fast Movement 2A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",0.99494946
"Indicator Chip Very Fast Movement 2A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Fast Blow, 2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO","Indicator Chip Very Fast Movement 3A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Fast Blow, 3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",0.9934362
"Indicator Chip Very Fast Movement 3A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Fast Blow, 3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO","Indicator Chip Very Fast Movement 3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",0.9948615
"Indicator Chip Very Fast Movement 3A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Fast Blow, 3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO","Indicator Chip Very Fast Movement 3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",0.9948615
